id,metodo_pago,monto,fecha_pago,id_socio,id_membresia
3681,transferencia,25.0,2025-03-16 19:35:48,201,1
3682,efectivo,384.0,2025-03-20 17:50:18,92,6
3683,transferencia,480.0,2025-06-14 13:06:53,260,9
3684,tarjeta,108.0,2024-02-09 19:24:19,294,5
3685,transferencia,480.0,2025-11-09 04:45:16,206,9
3686,efectivo,25.0,2025-12-13 14:06:42,89,1
3687,transferencia,384.0,2024-07-04 15:26:42,191,6
3688,efectivo,108.0,2025-10-05 18:21:03,152,5
3689,transferencia,135.0,2024-09-17 18:12:07,243,8
3690,efectivo,108.0,2024-07-04 21:28:49,176,5
3691,transferencia,108.0,2025-04-16 00:50:19,16,5
3692,transferencia,240.0,2024-01-22 16:52:33,267,3
3693,transferencia,135.0,2025-05-14 15:28:45,167,8
3694,efectivo,108.0,2024-01-25 17:29:36,97,5
3695,efectivo,67.5,2025-12-06 23:36:27,180,2
3696,tarjeta,108.0,2025-05-10 16:46:38,203,5
3697,efectivo,480.0,2024-03-17 06:00:50,243,9
3698,efectivo,384.0,2025-04-08 12:22:05,294,6
3699,efectivo,240.0,2025-02-15 15:57:49,185,3
3700,transferencia,480.0,2024-11-12 23:25:18,138,9
3701,tarjeta,50.0,2024-10-25 21:15:02,293,7
3702,transferencia,50.0,2024-03-15 22:47:37,188,7
3703,transferencia,40.0,2024-12-10 02:28:34,199,4
3704,efectivo,25.0,2025-10-15 09:02:49,74,1
3705,transferencia,40.0,2025-05-27 02:33:15,178,4
3706,efectivo,135.0,2024-02-03 03:56:04,54,8
3707,efectivo,108.0,2025-03-29 07:57:20,60,5
3708,transferencia,384.0,2024-08-25 00:28:07,24,6
3709,tarjeta,67.5,2024-05-03 16:26:02,225,2
3710,transferencia,67.5,2024-01-20 08:14:42,57,2
3711,efectivo,480.0,2024-04-24 14:11:51,141,9
3712,tarjeta,67.5,2025-04-07 04:49:51,247,2
3713,transferencia,67.5,2025-03-01 16:42:50,69,2
3714,tarjeta,384.0,2025-05-26 13:08:45,72,6
3715,efectivo,67.5,2025-08-08 16:12:00,18,2
3716,tarjeta,40.0,2024-03-22 22:38:17,56,4
3717,efectivo,384.0,2024-05-21 10:46:40,133,6
3718,tarjeta,135.0,2024-07-14 03:54:20,164,8
3719,efectivo,108.0,2025-02-02 19:58:18,21,5
3720,tarjeta,50.0,2025-05-13 16:50:48,59,7
3721,efectivo,50.0,2025-10-24 00:23:55,145,7
3722,tarjeta,40.0,2024-10-08 07:13:25,254,4
3723,tarjeta,384.0,2024-08-01 20:31:21,286,6
3724,transferencia,240.0,2025-07-01 09:12:20,251,3
3725,tarjeta,384.0,2024-02-13 22:35:55,77,6
3726,efectivo,108.0,2025-09-26 08:41:25,186,5
3727,tarjeta,108.0,2025-12-20 23:03:38,187,5
3728,efectivo,480.0,2024-07-15 02:41:59,198,9
3729,transferencia,40.0,2024-03-23 02:42:22,95,4
3730,tarjeta,240.0,2024-08-11 20:02:32,249,3
3731,tarjeta,480.0,2025-03-22 17:23:13,98,9
3732,transferencia,67.5,2024-12-03 08:29:57,138,2
3733,efectivo,67.5,2024-05-12 20:21:34,101,2
3734,tarjeta,40.0,2024-08-12 04:39:15,72,4
3735,tarjeta,108.0,2025-07-11 05:29:49,71,5
3736,tarjeta,25.0,2024-04-23 13:43:15,106,1
3737,efectivo,135.0,2024-03-02 23:42:56,240,8
3738,tarjeta,384.0,2024-03-23 16:27:10,19,6
3739,transferencia,135.0,2025-06-14 13:16:37,5,8
3740,tarjeta,240.0,2025-08-24 08:08:58,160,3
3741,transferencia,480.0,2025-10-10 02:38:33,102,9
3742,tarjeta,384.0,2025-07-04 18:52:30,109,6
3743,tarjeta,50.0,2025-06-28 23:43:44,18,7
3744,transferencia,108.0,2025-06-16 19:00:56,300,5
3745,tarjeta,40.0,2024-02-14 00:41:26,205,4
3746,efectivo,25.0,2024-10-14 22:27:41,234,1
3747,efectivo,384.0,2024-08-03 19:39:42,227,6
3748,efectivo,40.0,2024-07-18 11:05:07,248,4
3749,transferencia,135.0,2024-12-27 05:26:03,92,8
3750,efectivo,50.0,2024-04-27 05:10:10,49,7
3751,transferencia,50.0,2025-07-10 17:09:23,33,7
3752,transferencia,384.0,2024-05-10 03:09:04,107,6
3753,transferencia,135.0,2025-09-20 20:37:55,153,8
3754,transferencia,67.5,2025-11-27 17:19:25,215,2
3755,efectivo,135.0,2024-01-16 03:51:16,181,8
3756,tarjeta,384.0,2025-09-22 18:26:20,22,6
3757,tarjeta,384.0,2025-06-24 07:44:12,156,6
3758,transferencia,67.5,2024-06-16 07:14:44,204,2
3759,transferencia,40.0,2025-05-31 16:36:50,262,4
3760,tarjeta,67.5,2025-12-06 06:13:18,284,2
3761,transferencia,240.0,2025-05-08 09:40:53,262,3
3762,tarjeta,384.0,2025-12-19 10:56:21,132,6
3763,transferencia,67.5,2024-12-30 05:35:39,263,2
3764,transferencia,40.0,2025-12-23 09:24:57,7,4
3765,efectivo,384.0,2024-03-09 04:52:24,55,6
3766,transferencia,108.0,2025-11-28 16:53:46,259,5
3767,transferencia,108.0,2025-03-26 13:58:01,156,5
3768,efectivo,135.0,2025-05-31 05:39:04,225,8
3769,transferencia,240.0,2025-07-21 00:10:47,183,3
3770,tarjeta,25.0,2025-02-25 23:42:34,64,1
3771,transferencia,50.0,2025-01-31 13:03:49,58,7
3772,efectivo,480.0,2025-06-04 22:24:14,229,9
3773,transferencia,67.5,2024-09-14 04:47:52,130,2
3774,transferencia,25.0,2024-02-08 04:03:36,232,1
3775,transferencia,67.5,2025-08-28 02:29:37,249,2
3776,tarjeta,50.0,2025-12-05 05:32:00,186,7
3777,transferencia,480.0,2024-09-21 14:50:55,58,9
3778,tarjeta,25.0,2024-11-24 16:00:25,220,1
3779,transferencia,50.0,2025-06-17 12:17:50,119,7
3780,efectivo,67.5,2025-02-18 13:27:25,127,2
3781,transferencia,240.0,2025-12-04 14:21:10,262,3
3782,transferencia,40.0,2025-05-21 06:27:59,12,4
3783,tarjeta,25.0,2025-04-21 08:21:48,275,1
3784,transferencia,135.0,2025-11-28 22:36:44,4,8
3785,transferencia,480.0,2025-05-11 05:01:53,35,9
3786,tarjeta,108.0,2024-04-21 23:55:22,196,5
3787,tarjeta,108.0,2024-06-01 15:14:54,279,5
3788,efectivo,50.0,2025-08-09 17:18:27,96,7
3789,efectivo,135.0,2024-12-22 20:39:09,23,8
3790,efectivo,40.0,2025-05-25 04:34:27,267,4
3791,tarjeta,108.0,2025-12-19 01:57:32,129,5
3792,transferencia,480.0,2025-09-02 15:51:59,289,9
3793,tarjeta,25.0,2024-02-27 10:49:04,204,1
3794,tarjeta,67.5,2024-05-04 18:53:44,205,2
3795,transferencia,40.0,2024-08-08 13:07:29,41,4
3796,transferencia,50.0,2025-05-29 11:28:33,112,7
3797,tarjeta,135.0,2024-02-14 00:50:05,85,8
3798,tarjeta,240.0,2024-05-12 06:31:12,128,3
3799,efectivo,135.0,2025-03-03 09:41:57,244,8
3800,transferencia,480.0,2024-04-20 19:45:31,108,9
3801,transferencia,240.0,2024-12-16 13:47:14,16,3
3802,transferencia,40.0,2024-01-12 18:23:14,189,4
3803,transferencia,67.5,2024-05-13 07:44:55,170,2
3804,efectivo,135.0,2024-10-19 18:37:11,32,8
3805,efectivo,108.0,2024-05-02 17:29:06,300,5
3806,efectivo,108.0,2024-09-19 09:01:13,174,5
3807,tarjeta,50.0,2024-07-06 22:36:21,2,7
3808,transferencia,480.0,2024-07-14 05:44:11,169,9
3809,efectivo,480.0,2025-05-27 08:40:41,176,9
3810,efectivo,40.0,2024-05-12 08:27:53,110,4
3811,tarjeta,25.0,2024-03-20 23:40:04,263,1
3812,tarjeta,108.0,2024-10-31 00:01:42,6,5
3813,efectivo,50.0,2024-06-13 22:55:19,259,7
3814,tarjeta,67.5,2025-01-10 21:27:08,300,2
3815,tarjeta,135.0,2025-09-09 10:28:02,283,8
3816,efectivo,50.0,2025-02-13 13:44:04,210,7
3817,efectivo,384.0,2025-12-24 06:38:36,245,6
3818,efectivo,135.0,2025-10-01 17:01:38,12,8
3819,tarjeta,480.0,2024-01-24 12:52:57,131,9
3820,efectivo,135.0,2025-06-02 15:17:23,6,8
3821,efectivo,135.0,2024-05-10 07:08:37,158,8
3822,tarjeta,480.0,2024-01-19 10:25:20,273,9
3823,transferencia,40.0,2024-03-23 13:38:09,95,4
3824,tarjeta,240.0,2025-06-16 15:12:44,74,3
3825,efectivo,135.0,2024-11-05 18:07:53,63,8
3826,transferencia,67.5,2025-05-24 15:23:53,93,2
3827,transferencia,480.0,2025-08-08 06:38:38,91,9
3828,tarjeta,135.0,2024-03-30 04:33:47,61,8
3829,tarjeta,108.0,2025-04-11 21:10:45,181,5
3830,tarjeta,135.0,2024-05-01 03:42:14,162,8
3831,efectivo,240.0,2025-03-07 06:38:30,111,3
3832,efectivo,384.0,2024-08-30 01:38:45,143,6
3833,transferencia,384.0,2025-06-19 17:56:44,192,6
3834,efectivo,50.0,2025-10-07 13:56:54,215,7
3835,tarjeta,67.5,2025-11-05 13:29:02,141,2
3836,tarjeta,50.0,2025-11-13 01:13:47,242,7
3837,tarjeta,67.5,2024-08-31 15:32:27,171,2
3838,transferencia,67.5,2025-05-22 20:17:41,112,2
3839,transferencia,25.0,2024-11-14 17:56:51,100,1
3840,transferencia,108.0,2025-07-31 06:26:46,239,5
3841,tarjeta,67.5,2025-06-12 13:32:59,166,2
3842,tarjeta,67.5,2024-03-08 06:07:08,195,2
3843,tarjeta,384.0,2025-03-30 23:58:25,166,6
3844,efectivo,40.0,2025-09-13 03:10:11,117,4
3845,efectivo,480.0,2024-11-29 13:39:40,252,9
3846,transferencia,480.0,2024-05-19 20:40:23,275,9
3847,transferencia,384.0,2024-02-13 02:42:25,223,6
3848,tarjeta,67.5,2024-03-28 03:47:23,69,2
3849,efectivo,135.0,2024-02-12 07:30:46,101,8
3850,efectivo,67.5,2025-04-01 19:48:53,235,2
3851,tarjeta,25.0,2024-11-04 21:16:30,154,1
3852,transferencia,108.0,2025-03-19 17:08:47,296,5
3853,efectivo,40.0,2025-04-06 21:22:44,168,4
3854,efectivo,67.5,2025-01-09 07:32:02,169,2
3855,tarjeta,67.5,2025-12-23 13:45:56,114,2
3856,transferencia,384.0,2024-07-15 18:04:21,246,6
3857,efectivo,25.0,2024-10-24 02:53:14,88,1
3858,transferencia,480.0,2025-05-26 22:48:55,21,9
3859,tarjeta,384.0,2025-10-18 13:38:32,190,6
3860,tarjeta,135.0,2025-04-13 19:55:24,143,8
3861,efectivo,108.0,2024-12-03 06:01:43,237,5
3862,transferencia,50.0,2025-07-28 03:16:51,221,7
3863,transferencia,384.0,2025-04-07 08:13:58,95,6
3864,tarjeta,25.0,2024-10-23 09:56:24,240,1
3865,efectivo,25.0,2024-05-15 07:29:29,283,1
3866,efectivo,135.0,2024-03-25 22:14:42,39,8
3867,efectivo,135.0,2024-04-28 12:32:09,271,8
3868,transferencia,108.0,2024-11-25 10:34:42,273,5
3869,efectivo,25.0,2025-04-23 20:45:47,73,1
3870,efectivo,25.0,2024-10-23 12:06:23,251,1
3871,transferencia,384.0,2025-05-08 10:40:27,292,6
3872,efectivo,50.0,2025-09-30 07:58:14,56,7
3873,efectivo,480.0,2024-09-26 17:41:21,72,9
3874,transferencia,40.0,2025-06-17 12:29:23,257,4
3875,transferencia,480.0,2025-06-03 13:23:25,256,9
3876,efectivo,25.0,2024-07-26 01:44:34,238,1
3877,efectivo,25.0,2024-03-03 18:12:41,226,1
3878,transferencia,135.0,2024-11-21 18:29:10,103,8
3879,tarjeta,135.0,2025-10-08 19:36:16,52,8
3880,transferencia,480.0,2024-01-05 21:47:33,146,9
3881,tarjeta,67.5,2024-06-03 03:49:51,94,2
3882,efectivo,40.0,2024-03-24 21:00:59,253,4
3883,transferencia,480.0,2025-05-15 14:17:28,263,9
3884,efectivo,25.0,2024-09-29 14:01:13,119,1
3885,efectivo,480.0,2025-08-23 05:57:18,12,9
3886,tarjeta,40.0,2024-05-24 19:27:08,226,4
3887,tarjeta,108.0,2025-04-14 07:20:44,52,5
3888,efectivo,480.0,2025-10-31 10:31:57,297,9
3889,efectivo,135.0,2024-04-11 05:47:29,224,8
3890,efectivo,25.0,2024-02-14 17:39:59,252,1
3891,transferencia,108.0,2025-03-17 20:14:25,182,5
3892,transferencia,40.0,2025-06-28 05:42:19,120,4
3893,efectivo,40.0,2025-05-18 02:00:19,8,4
3894,tarjeta,25.0,2025-08-22 21:50:55,214,1
3895,tarjeta,67.5,2025-03-11 22:10:14,231,2
3896,tarjeta,40.0,2025-05-24 05:21:04,300,4
3897,transferencia,67.5,2025-05-28 01:04:20,206,2
3898,transferencia,67.5,2024-05-20 22:34:36,245,2
3899,tarjeta,67.5,2024-02-08 01:29:48,139,2
3900,efectivo,108.0,2025-02-01 21:16:55,160,5
3901,efectivo,67.5,2025-06-21 02:18:16,37,2
3902,efectivo,384.0,2025-03-11 15:10:30,276,6
3903,tarjeta,25.0,2024-08-20 00:19:47,229,1
3904,transferencia,384.0,2024-11-23 22:52:17,149,6
3905,efectivo,108.0,2025-12-14 05:39:13,286,5
3906,transferencia,240.0,2024-06-09 06:37:46,10,3
3907,tarjeta,108.0,2025-12-12 11:30:26,208,5
3908,tarjeta,384.0,2025-03-04 07:30:50,138,6
3909,transferencia,40.0,2024-07-14 07:57:35,66,4
3910,transferencia,25.0,2024-06-08 05:36:53,162,1
3911,efectivo,67.5,2025-04-02 05:10:59,36,2
3912,tarjeta,480.0,2025-04-09 10:38:26,96,9
3913,efectivo,25.0,2025-08-20 12:34:28,44,1
3914,efectivo,108.0,2024-10-06 18:59:21,103,5
3915,efectivo,25.0,2025-04-19 20:33:41,159,1
3916,transferencia,40.0,2025-08-04 11:20:17,206,4
3917,transferencia,40.0,2024-07-25 01:46:17,78,4
3918,transferencia,108.0,2024-03-20 10:44:39,291,5
3919,efectivo,67.5,2024-04-03 16:42:32,243,2
3920,transferencia,135.0,2025-06-14 07:56:59,239,8
3921,efectivo,25.0,2025-02-02 20:10:34,143,1
3922,efectivo,67.5,2024-01-20 08:02:56,171,2
3923,transferencia,108.0,2024-10-13 22:00:01,76,5
3924,tarjeta,50.0,2025-07-17 05:12:43,238,7
3925,efectivo,67.5,2024-04-19 08:48:02,188,2
3926,efectivo,240.0,2025-07-30 05:28:50,64,3
3927,tarjeta,40.0,2024-08-08 21:07:09,214,4
3928,tarjeta,384.0,2025-12-10 03:15:11,11,6
3929,efectivo,240.0,2024-07-28 04:53:32,187,3
3930,tarjeta,25.0,2024-05-13 12:44:35,177,1
3931,efectivo,40.0,2025-10-23 08:33:07,25,4
3932,efectivo,67.5,2025-12-20 22:47:02,189,2
3933,transferencia,240.0,2024-12-25 01:06:22,224,3
3934,transferencia,240.0,2025-02-10 22:09:21,117,3
3935,transferencia,135.0,2024-04-29 11:27:16,289,8
3936,efectivo,240.0,2024-07-27 20:59:47,179,3
3937,transferencia,50.0,2024-03-13 17:39:12,218,7
3938,transferencia,384.0,2024-01-18 12:55:04,66,6
3939,transferencia,25.0,2025-04-23 19:42:02,251,1
3940,transferencia,25.0,2025-11-06 04:01:27,264,1
3941,efectivo,25.0,2025-02-04 23:38:03,214,1
3942,efectivo,240.0,2024-01-18 21:16:27,63,3
3943,tarjeta,240.0,2025-09-16 11:06:39,131,3
3944,tarjeta,40.0,2025-04-15 04:46:20,191,4
3945,tarjeta,135.0,2025-08-22 02:17:32,97,8
3946,efectivo,240.0,2024-04-06 00:12:50,6,3
3947,tarjeta,480.0,2024-01-21 19:09:44,236,9
3948,tarjeta,67.5,2024-08-17 16:28:24,297,2
3949,transferencia,240.0,2024-04-13 15:45:14,187,3
3950,efectivo,240.0,2024-10-13 23:15:13,206,3
3951,efectivo,50.0,2025-01-10 15:41:19,92,7
3952,tarjeta,50.0,2025-10-20 03:09:37,59,7
3953,transferencia,67.5,2025-01-22 01:19:05,114,2
3954,transferencia,50.0,2025-05-07 16:57:27,207,7
3955,transferencia,67.5,2024-09-23 02:44:00,250,2
3956,tarjeta,108.0,2024-10-29 07:29:23,153,5
3957,tarjeta,67.5,2024-07-27 07:18:34,174,2
3958,tarjeta,50.0,2025-10-17 05:04:28,209,7
3959,tarjeta,108.0,2024-01-01 05:39:48,140,5
3960,transferencia,108.0,2025-05-07 04:57:25,279,5
3961,tarjeta,240.0,2024-01-22 09:26:28,94,3
3962,tarjeta,480.0,2024-10-05 06:32:35,107,9
3963,transferencia,480.0,2025-12-10 21:16:53,26,9
3964,efectivo,40.0,2025-09-25 12:43:57,19,4
3965,tarjeta,50.0,2024-02-16 12:57:15,5,7
3966,tarjeta,25.0,2024-11-19 21:35:22,11,1
3967,tarjeta,384.0,2024-07-31 13:40:59,184,6
3968,tarjeta,480.0,2025-04-02 17:22:47,56,9
3969,tarjeta,67.5,2025-08-10 20:46:19,179,2
3970,tarjeta,240.0,2024-05-04 17:28:07,129,3
3971,transferencia,240.0,2024-05-03 14:55:13,293,3
3972,transferencia,25.0,2025-06-15 07:00:06,122,1
3973,transferencia,108.0,2025-08-31 22:53:11,267,5
3974,transferencia,384.0,2024-11-11 21:44:15,267,6
3975,efectivo,50.0,2025-12-23 18:06:17,44,7
3976,transferencia,240.0,2024-02-05 12:11:52,106,3
3977,tarjeta,50.0,2024-05-27 15:15:35,143,7
3978,tarjeta,384.0,2025-08-28 10:38:35,43,6
3979,tarjeta,240.0,2024-01-10 17:27:41,223,3
3980,transferencia,108.0,2025-09-25 04:00:34,93,5
3981,transferencia,384.0,2025-06-10 21:28:05,267,6
3982,tarjeta,480.0,2025-04-16 09:52:22,286,9
3983,tarjeta,240.0,2025-09-29 23:24:31,40,3
3984,efectivo,135.0,2025-08-20 12:47:40,205,8
3985,tarjeta,108.0,2024-09-03 17:27:01,281,5
3986,tarjeta,50.0,2025-09-09 02:03:30,83,7
3987,transferencia,40.0,2025-11-10 20:17:50,168,4
3988,transferencia,384.0,2024-12-13 15:18:37,235,6
3989,transferencia,108.0,2024-12-29 19:51:37,299,5
3990,tarjeta,50.0,2025-05-26 09:14:20,101,7
3991,efectivo,384.0,2025-10-17 16:43:58,161,6
3992,transferencia,108.0,2024-01-25 16:37:39,210,5
3993,tarjeta,240.0,2024-12-26 02:10:55,249,3
3994,transferencia,135.0,2025-05-28 09:08:08,30,8
3995,tarjeta,40.0,2025-12-27 16:37:08,62,4
3996,efectivo,50.0,2024-02-19 05:50:34,65,7
3997,tarjeta,480.0,2024-10-20 15:49:24,237,9
3998,efectivo,108.0,2025-10-11 15:24:44,145,5
3999,transferencia,67.5,2024-04-20 09:34:04,221,2
4000,tarjeta,50.0,2025-05-01 18:17:05,140,7
4001,tarjeta,25.0,2024-01-17 15:36:39,33,1
4002,efectivo,240.0,2025-06-08 06:28:00,74,3
4003,tarjeta,240.0,2025-03-28 10:57:14,176,3
4004,transferencia,240.0,2025-11-11 18:57:26,274,3
4005,transferencia,40.0,2025-09-07 02:02:50,140,4
4006,tarjeta,240.0,2024-11-22 14:42:38,254,3
4007,efectivo,50.0,2025-05-31 13:07:49,63,7
4008,tarjeta,480.0,2025-09-15 13:52:48,285,9
4009,efectivo,135.0,2025-11-18 07:53:12,20,8
4010,transferencia,240.0,2024-10-10 06:40:23,65,3
4011,tarjeta,25.0,2024-06-06 17:18:36,5,1
4012,tarjeta,67.5,2025-03-11 22:16:17,122,2
4013,efectivo,50.0,2025-05-09 11:47:53,106,7
4014,efectivo,240.0,2025-05-21 04:57:43,81,3
4015,transferencia,135.0,2024-03-02 14:18:49,199,8
4016,efectivo,40.0,2025-05-01 12:15:26,243,4
4017,tarjeta,25.0,2025-04-06 12:56:47,96,1
4018,transferencia,384.0,2025-12-30 00:25:34,262,6
4019,tarjeta,480.0,2024-10-23 21:25:41,141,9
4020,transferencia,384.0,2024-08-19 08:05:59,27,6
4021,transferencia,40.0,2025-11-25 07:30:21,121,4
4022,transferencia,67.5,2024-11-07 17:20:44,206,2
4023,efectivo,67.5,2025-09-11 14:36:07,143,2
4024,transferencia,240.0,2024-11-07 04:44:44,28,3
4025,efectivo,25.0,2025-06-08 14:57:26,291,1
4026,transferencia,384.0,2024-04-17 02:18:27,128,6
4027,transferencia,384.0,2025-06-17 21:57:39,64,6
4028,transferencia,240.0,2024-09-05 05:33:04,51,3
4029,efectivo,25.0,2025-11-12 23:03:29,270,1
4030,tarjeta,67.5,2025-10-15 12:42:00,265,2
4031,efectivo,50.0,2024-03-09 08:50:05,256,7
4032,tarjeta,384.0,2024-01-04 06:12:06,141,6
4033,tarjeta,108.0,2025-09-13 19:36:50,138,5
4034,transferencia,50.0,2024-02-19 03:35:34,259,7
4035,tarjeta,108.0,2025-06-20 06:11:28,97,5
4036,tarjeta,25.0,2025-11-30 01:44:59,57,1
4037,transferencia,135.0,2025-11-10 16:54:33,121,8
4038,transferencia,240.0,2024-09-18 15:21:19,175,3
4039,transferencia,108.0,2025-09-07 06:23:47,117,5
4040,transferencia,108.0,2024-01-10 15:50:53,25,5
4041,transferencia,40.0,2025-12-19 18:56:32,116,4
4042,tarjeta,67.5,2024-11-03 06:03:54,34,2
4043,tarjeta,384.0,2025-02-03 14:05:30,100,6
4044,tarjeta,25.0,2024-09-03 00:38:53,46,1
4045,tarjeta,67.5,2025-09-27 14:09:24,243,2
4046,tarjeta,384.0,2025-05-03 05:35:34,249,6
4047,transferencia,50.0,2024-03-13 19:27:10,126,7
4048,tarjeta,108.0,2025-06-03 16:45:51,208,5
4049,efectivo,384.0,2024-12-07 15:52:58,265,6
4050,tarjeta,40.0,2025-08-11 06:42:52,235,4
4051,efectivo,240.0,2024-11-03 06:43:44,27,3
4052,transferencia,135.0,2025-09-21 21:53:44,42,8
4053,tarjeta,67.5,2024-11-01 00:17:13,198,2
4054,tarjeta,384.0,2025-08-02 09:07:41,159,6
4055,efectivo,108.0,2024-06-08 06:53:08,29,5
4056,transferencia,480.0,2025-07-13 00:09:29,29,9
4057,tarjeta,50.0,2025-03-01 20:27:29,174,7
4058,efectivo,50.0,2024-05-31 16:30:52,13,7
4059,transferencia,384.0,2024-09-13 04:49:08,103,6
4060,efectivo,135.0,2024-01-13 00:43:24,12,8
4061,transferencia,384.0,2025-06-25 01:21:29,130,6
4062,efectivo,480.0,2025-07-27 19:06:46,193,9
4063,efectivo,108.0,2025-07-27 06:42:02,298,5
4064,transferencia,480.0,2025-06-03 22:51:57,299,9
4065,efectivo,384.0,2024-10-01 17:30:10,92,6
4066,transferencia,67.5,2024-11-27 12:04:52,277,2
4067,efectivo,135.0,2025-05-11 16:40:21,129,8
4068,efectivo,25.0,2025-06-21 19:52:07,174,1
4069,efectivo,480.0,2025-03-15 13:56:54,231,9
4070,tarjeta,480.0,2024-03-24 04:01:07,204,9
4071,efectivo,50.0,2025-02-25 01:52:52,82,7
4072,efectivo,67.5,2025-07-30 13:21:12,68,2
4073,tarjeta,40.0,2025-12-19 12:54:35,202,4
4074,efectivo,25.0,2024-03-09 22:09:36,227,1
4075,tarjeta,480.0,2025-11-21 04:18:30,298,9
4076,tarjeta,67.5,2024-01-06 14:13:43,223,2
4077,efectivo,50.0,2024-01-12 14:06:20,183,7
4078,transferencia,384.0,2024-08-09 06:43:19,178,6
4079,tarjeta,480.0,2024-05-14 13:15:02,44,9
4080,tarjeta,135.0,2025-01-14 19:32:29,256,8
4081,transferencia,25.0,2024-10-20 16:20:26,217,1
4082,tarjeta,480.0,2024-01-15 14:42:24,255,9
4083,transferencia,25.0,2025-11-11 11:49:25,218,1
4084,efectivo,135.0,2024-04-24 22:09:28,81,8
4085,tarjeta,135.0,2024-08-30 21:07:40,283,8
4086,transferencia,480.0,2024-03-11 10:30:21,46,9
4087,transferencia,135.0,2024-12-31 22:06:28,159,8
4088,tarjeta,480.0,2024-12-17 20:40:05,227,9
4089,transferencia,480.0,2025-10-10 23:32:45,234,9
4090,efectivo,50.0,2024-11-05 07:31:19,69,7
4091,tarjeta,384.0,2024-05-22 18:39:31,71,6
4092,efectivo,50.0,2025-12-17 04:24:26,74,7
4093,tarjeta,25.0,2025-03-22 21:13:27,7,1
4094,efectivo,384.0,2025-04-24 13:45:38,249,6
4095,transferencia,384.0,2024-05-01 08:34:49,46,6
4096,transferencia,135.0,2025-11-12 14:57:07,194,8
4097,transferencia,135.0,2025-09-22 13:35:31,128,8
4098,transferencia,240.0,2025-11-06 20:32:03,272,3
4099,transferencia,108.0,2024-12-10 17:42:18,118,5
4100,transferencia,67.5,2024-07-18 16:13:40,275,2
4101,tarjeta,135.0,2025-01-10 17:21:44,287,8
4102,efectivo,25.0,2024-04-19 22:22:57,216,1
4103,tarjeta,240.0,2024-09-19 15:28:08,13,3
4104,transferencia,40.0,2024-07-10 03:54:52,294,4
4105,transferencia,67.5,2025-03-23 06:58:49,123,2
4106,tarjeta,480.0,2024-07-12 14:59:35,9,9
4107,transferencia,135.0,2025-03-04 17:21:46,5,8
4108,transferencia,67.5,2025-03-07 16:35:37,224,2
4109,efectivo,25.0,2024-11-16 10:28:57,3,1
4110,tarjeta,480.0,2025-09-05 21:48:41,94,9
4111,efectivo,240.0,2025-08-26 22:33:24,232,3
4112,efectivo,40.0,2025-12-03 04:29:13,250,4
4113,efectivo,67.5,2024-03-17 00:56:45,7,2
4114,transferencia,240.0,2024-09-13 14:46:18,121,3
4115,tarjeta,135.0,2024-08-26 18:25:21,211,8
4116,transferencia,25.0,2025-11-18 18:08:09,129,1
4117,efectivo,135.0,2024-05-16 12:55:59,106,8
4118,tarjeta,135.0,2025-10-05 04:50:31,127,8
4119,tarjeta,480.0,2024-11-05 10:26:51,110,9
4120,tarjeta,25.0,2025-11-09 07:52:02,242,1
4121,efectivo,108.0,2025-10-21 01:03:58,74,5
4122,tarjeta,135.0,2025-02-07 23:50:33,90,8
4123,tarjeta,135.0,2025-04-18 14:08:01,219,8
4124,tarjeta,40.0,2025-10-15 19:04:47,211,4
4125,transferencia,135.0,2025-04-30 12:18:19,216,8
4126,transferencia,50.0,2024-12-19 16:23:20,295,7
4127,tarjeta,108.0,2025-04-23 23:47:20,53,5
4128,tarjeta,240.0,2024-04-05 13:42:48,275,3
4129,tarjeta,67.5,2025-02-26 21:01:57,24,2
4130,efectivo,480.0,2025-12-06 07:58:49,197,9
4131,transferencia,240.0,2024-07-07 16:06:29,196,3
4132,efectivo,40.0,2024-12-11 17:13:54,224,4
4133,tarjeta,240.0,2024-09-24 20:11:37,218,3
4134,efectivo,40.0,2024-06-27 13:57:43,118,4
4135,efectivo,384.0,2025-12-06 12:20:31,71,6
4136,efectivo,67.5,2024-09-25 13:42:26,231,2
4137,tarjeta,240.0,2024-04-03 10:37:16,283,3
4138,efectivo,480.0,2025-10-30 13:40:48,130,9
4139,tarjeta,50.0,2025-01-16 23:44:11,170,7
4140,transferencia,384.0,2024-09-28 13:44:07,12,6
4141,efectivo,108.0,2024-02-27 22:16:09,300,5
4142,transferencia,108.0,2025-12-14 21:38:59,27,5
4143,transferencia,480.0,2024-09-24 00:01:51,136,9
4144,tarjeta,40.0,2025-04-04 12:34:24,255,4
4145,tarjeta,25.0,2024-06-07 18:08:02,144,1
4146,transferencia,384.0,2024-10-03 02:29:27,298,6
4147,tarjeta,480.0,2025-01-21 11:05:50,26,9
4148,efectivo,135.0,2025-09-11 01:01:40,112,8
4149,tarjeta,67.5,2024-11-18 21:51:03,290,2
4150,efectivo,40.0,2025-01-11 07:13:03,99,4
4151,transferencia,384.0,2025-01-14 16:28:06,72,6
4152,efectivo,240.0,2025-08-08 16:13:31,299,3
4153,efectivo,384.0,2025-04-15 00:51:08,297,6
4154,transferencia,108.0,2025-08-18 20:35:23,298,5
4155,efectivo,480.0,2024-02-08 18:12:25,8,9
4156,tarjeta,67.5,2024-11-13 10:09:27,246,2
